text,lemma,type,pos,BM_x,domain,posts,annotator_agreement,metaphoricity_percentage,related_MV,target_domain,BM_y,BM_hypernym,BM_def,CM,CM_def,curator_comment,BM_RAE,CM_RAE
luchar!;luchando;luchando.;luchando!;luchamos;luchar,luchar,uniword,VERB,None,None,,,,"luchar, luchador, lucha, seguir luchando","6, 11, 2, 71, 22, 34",luchar-01090335-v,,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar",enfermo-10595647-n,a person suffering from an illness: enfermo,,,
luchar!;luchando;luchando.;luchando!;luchamos;luchar,luchar,uniword,VERB,None,None,,,,"luchar, luchador, lucha, seguir luchando","6, 11, 2, 71, 22, 35",luchar-01090335-v,,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar",estar enfermo-00065370-v,"suffer from; be ill with: estar enfermo, padecer, tener",,,
luchar!;luchando;luchando.;luchando!;luchamos;luchar,luchar,uniword,VERB,None,None,,,,"luchar, luchador, lucha, seguir luchando","6, 11, 2, 71, 22, 36",luchar-01090335-v,,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar","luchar-01091427-v, luchar-02531199-v","fight against or resist strongly: defender, defenderse, derrotar, enfrentarse, luchar, oponer, oponerse, oponerse a, pelear; make a serious effort to attain something: luchar, pujar",,,
lucho,lucho,uniword,VERB,None,None,,,,,,,,,,,,,
luzcan,lucir,uniword,VERB,None,None,,,,,,,,,,,,,
luz,luz,uniword,NOUN,None,None,,,,"lucir, luz",34,luz-05018103-n,"attribute.n.02, physical_property.n.01, abstraction.n.06, entity.n.01, property.n.02","the quality of being luminous; emitting or reflecting light: luminancia, luminosidad, luz",optimismo-07541558-n,the optimistic feeling that all is going to turn out well: optimismo,,,
mal,mal,uniword,ADV,None,None,,,,,,,,,,,,,
maligna;malignas;maligno;malignos,maligno,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/maligno-00225099-a']),u.c.StringArray(elements=['Cancer » Otros']),,,,,"11, 12",maligno-00224515-a,,"(no definition): maligno, malvado, maléfico, malévolo",maligno-02594714-a,"(no definition): canceroso, maligno",,,
malo,malo,uniword,ADJ,None,None,,,,,"11, 25",malo-01125429-a,,"having undesirable or negative qualities: mal, malo",enfermedad-14061805-n,"impairment of normal physiological function affecting part or all of an organism: afección, enfermedad, mal, patología",,,
malígnas,malígna,uniword,ADJ,None,None,,,,,,,,,,,,,
mandar;mandaron;mando,mandar,uniword,VERB,None,None,,,,,,mandar-00746718-v,"communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03","give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar",mandar-00750172-v,instruct or command with authority: mandar,,,
mandar;mandaron;mando,mandar,uniword,VERB,None,None,,,,,,mandar-00746718-v,"communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03","give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar",mandar-01062555-v,"transfer: despachar, enviar, expedir, llevarse, mandar, remitir",,,
mandar;mandaron;mando,mandar,uniword,VERB,None,None,,,,,"6, 83, 5",mandar-00746718-v,"communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03","give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar",mandar-01437254-v,"to cause or order to be taken, directed, or transmitted to another place: cursar, despachar, enviar, expedir, mandar, remitir, transmitir",,,
mandaronotra,mandaronotra,uniword,PROPN,None,None,,,,,,,,,,,,,
mande,mandir,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,,,,,,,,,
mantener;mantiene,mantener,uniword,VERB,None,None,,,,"mantener, mantenimiento",34,mantener-02679899-v,keep.v.01,,mantener-01773130-v,,,,
mantengáis,mantengáis,uniword,VERB,None,None,,,,,,,,,,,,,
mantenimiento,mantenimiento,uniword,NOUN,None,None,,,,,,,,,,,,,
maravilla,maravilla,uniword,NOUN,None,None,,,,el cirujano es una maravilla,72,"milagro-07288801-n""",,,,,,,
maravillosas,maravilloso,uniword,ADJ,None,None,,,,seguiré disfrutando de las pequeñas cosas en la vida que son maravillosas,,,,,,,not cancer rel,,
marchaba,marchar,uniword,VERB,None,None,,,,,,,,,,,,,
márgenes,margen,uniword,NOUN,None,u.c.StringArray(elements=['Tratamiento']),,,,,,,,,,,,,
marta,marta,uniword,PROPN,None,u.c.StringArray(elements=['Cancer » Cáncer como entidad']),,,,,,,,,,,,,
masa,masa,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,12,masa-05024254-n,"attribute.n.02, fundamental_quantity.n.01, physical_property.n.01, measure.n.02, abstraction.n.06, entity.n.01, property.n.02",,,,"metonimia, eufemismo",,
matar,matar,uniword,VERB,None,None,,,,,"11, 22",matar-02482425-v,kill.v.01,,curar-00081725-v,,,,
materia,materia,uniword,NOUN,None,None,,,,,,,,,,,,,
mazazo,mazazo,uniword,NOUN,None,None,,,,,38,golpe-00133338-n,"act.n.02, blow.n.01, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01",,,,,u.c.StringArray(elements=['m. golpe dado con una maza o un mazo. (rae)']),"u.c.StringArray(elements=['m. suceso, situación, etc., que causa fuerte impresión. (rae)'])"
mejorase,mejorar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,22,mejorar-00205046-v,"change_state.v.01, change.v.02","get better: adelantar, ganar, mejorar, progresar",mejorar-00270561-v,"heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear",,,
mejorarlo,mejorar él,uniword,VERB,None,None,,,,,,,,,,,,,
meterlo,meter él,uniword,VERB,None,None,,,,,,,,,,,,,
,meter(se),,,,,,,,"meter, meter(se), metido","32, 3, 72",meterse-01025602-v,"express.v.02, add.v.02, state.v.01","insert casually: colar, incluir, insertar, introducir subrepticiamente, meterse",operar-00083809-v,"perform surgery on: intervenir, operar",,,
metidos,metido,uniword,ADJ,None,None,,,,,,,,,,,,,
miedo,miedo,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,,,,,,,,,
miembros,miembro,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,76,xtremidad-05559908-n,"body_part.n.01, part.n.03, physical_entity.n.01, thing.n.12, entity.n.01, external_body_part.n.01",,miembro-10307234-n,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization): miembro,,,
mierda,mierda,uniword,PROPN,None,None,,,,ser una mierda,2,mierda-14854262-n,"substance.n.01, waste.n.01, part.n.01, entity.n.01, material.n.01, matter.n.03, physical_entity.n.01, body_waste.n.01, abstraction.n.06, relation.n.01",,,,,,
milagro,milagro,uniword,NOUN,None,None,,,,,"22, 6",,,,,,,,
,mirar,,,,,,,,,,,,,,,no met,,
miraras,mirarar,uniword,VERB,None,None,,,,,,,,,,,,,
mojarse,mojar él,uniword,VERB,None,None,,,,,,,,,,,,,
,mojar(se),,,,,,,,,"53, 72",mojar-00216216-v,"wet.v.01, change.v.01",,opinar-01027668-v,,,,
molestar,molestar,uniword,VERB,None,None,,,,"molestar, molestia",25,molestar-01787955-v,displease.v.01,"cause annoyance in; disturb, especially by minor irritations: agobiar, enfadar, fastidiar, incomodar, irritar, molestar, mortificar, provocar, vejar",doler-00065070-v,"feel pain or be in pain: doler, lesionar, padecer, sufrir",,,
molestias,molestia,uniword,NOUN,None,None,,,,,,,,,,,,,
monstruo,monstruo,uniword,NOUN,None,None,,,,,11,monstruo-09491966-n,"imagination.n.01, creativity.n.01, ability.n.02, psychological_feature.n.01, abstraction.n.06, imaginary_being.n.01, entity.n.01, cognition.n.01",an imaginary creature usually having various human and animal parts: monstruo,cáncer-14239918-n,"any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream: carcinoma, cáncer",,,
montaña rusa,montaña,multiword,NOUN,None,None,,,,,,,,,,,,,
,montaña rusa,,,,,,,,,31,monta%C3%B1a+rusa-04102406-n,"mechanism.n.05, carrier.n.05, line.n.23, ride.n.02, group.n.01, instrumentality.n.03, abstraction.n.06, mechanical_device.n.01, organization.n.01, social_group.n.01, railway.n.01, object.n.01, artifact.n.01, whole.n.02, enterprise.n.02, elevated_railway.n.01, business.n.01, device.n.01, physical_entity.n.01, entity.n.01",,,,MWE,,"u.c.StringArray(elements=['altibajo: alternancia de sucesos prósperos y adversos, o cambios de estado sucesivos en un orden de cosas.'])"
morimos;moría,morir,uniword,VERB,None,None,,,,"morir, muerto de miedo","3, 33, 32",morir-00358431-v,"change_state.v.01, change.v.02","pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer",suplicio-07496755-n,"extreme mental distress: agonía, angustia, martirio, suplicio, torcedor, tormento, tortura",,,
,mover,,,,,,,,"mover, mover(se)",,,,,,,no met,,
moverse,mover él,uniword,VERB,None,None,,,,,,,,,,,,,
movia,movia,uniword,VERB,None,None,,,,,,,,,,,,,
mucha fuerza y animo;muy humano,mucho,multiword,ADV,None,None,,,,,,,,,,,,,
muerta,muerto,uniword,ADJ,None,None,,,,,,,,,,,,,
mundo,mundo,uniword,NOUN,None,None,,,,,,mundo-09466280-n,"natural_object.n.01, whole.n.02, object.n.01, physical_entity.n.01, entity.n.01","everything that exists anywhere: cosmos, creación, macrocosmo, macrocosmos, mundo, naturaleza, universo",mundo-08179689-n,"people in general considered as a whole: mundo, pueblo, público",metonimia,,
mutación,mutación,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,12,mudar-01855606-v,,,mutaci%C3%B3n-07425011-n,,,u.c.StringArray(elements=['acción y efecto de mudar o mudarse.']),
muñeco gusiluz,muñeco,multiword,NOUN,None,None,,,,,,,,,,,,,
,muñeco Gusiluz,,,,,,,,,,,,,,,MWE,,
,márgen,,,,,,,,,"12, 82","margen-06389398-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/margen-09213565-n",,,margen-03264542-n,the outside limit of an object or area or surface; a place farthest away from the center of something: margen,duda BM,,
nada,nada,uniword,PRON,None,None,,,,,,,,,,,,,
natural,natural,uniword,ADJ,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,39,natural-01570892-a,,existing in or produced by nature; not artificial or imitation: natural,natural-01595050-a,functioning or occurring in a normal way; lacking abnormalities or deficiencies: natural,,,
,necesitar,,,,,,,,,3,"necesitar-01188725-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-02627934-v",,,"necesitar-00709205-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-01189113-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-02635547-v",,,,
negro,negro,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,"31, 33",negro-00274068-a,,extremely dark: negro,"negro-00364881-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/negro-01050088-a",,,,
ni nada,ni,multiword,CCONJ,None,None,,,,,,,,,,,,,
no es la misma persona,no,multiword,ADV,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
notablemente,notablemente,uniword,ADV,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
noticia;noticias,noticia,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,53,noticia-06269130-n,"prose.n.01, whole.n.02, nonfiction.n.01, abstraction.n.06, article.n.01, piece.n.06, physical_entity.n.01, expressive_style.n.01, object.n.01, communication.n.02, writing_style.n.01, entity.n.01, artifact.n.01, creation.n.02","an article reporting news: artículo, artículo periodístico, noticia",diagnóstico médico-00153105-n,identification of a disease from its symptoms: diagnóstico médico,,,
nueva,nuevo,uniword,ADJ,None,None,,,,,,,,,,,,,
obtener,obtener,uniword,VERB,None,None,,,,obtener tratamiento,,,,,,,duda post 60,,
ocultaban;oculta,ocultar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venirse+abajo-01972570-v']),None,,,,,,,,,,,,,
,oculto,,,,,,,,ocultar información,"7, 81",ocultar-02145271-v,hide.v.01,"place out of sight; keep secret: esconder, ocultar",ocultar-02145271-v,"place out of sight; keep secret: esconder, ocultar",,,
odisea,odisea,uniword,NOUN,None,None,,,,,23,odisea-00308279-n,"act.n.02, journey.n.01, abstraction.n.06, event.n.01, motion.n.06, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01, travel.n.01",,,,,,
ofertan,ofertar,uniword,VERB,None,None,,,,ofertar tratamiento,6,ofertar-02298632-v,,,,,,,
ofrecerles,ofrecer él,uniword,VERB,None,None,,,,,,,,,,,,,
oleada,oleada,uniword,NOUN,None,None,,,,oleada de amor,3,oleada-07348545-n,"wave.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01","a large sea wave: ola, oleada",,,,,u.c.StringArray(elements=['parición repentina de algo en gran cantidad.'])
olvido,olvido,uniword,NOUN,None,None,,,,"se puede tramitar ""olvido"" como negligencia médica?",,,,,,,duda post 80,,
opresión,opresión,uniword,NOUN,None,None,,,,,"25, 33",presión-11495041-n,"natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, physical_entity.n.01, process.n.06, entity.n.01",presión-05724475-n,,,,,
orientación,orientación,uniword,NOUN,None,None,,,,,"38, 53",orientaci%C3%B3n-13828075-n,"entity.n.01, direction.n.02, position.n.07, abstraction.n.06, relation.n.01",,orientaci%C3%B3n-06786629-n,,,,
orienten;orientar,orientar,uniword,VERB,None,None,,,,,"77, 6",orientar-00468791-v,change.v.02,"set or arrange in a new or different determinate position: orientar, reorientar",,,,,u.c.StringArray(elements=['dar a alguien información o consejo en relación con un determinado fin. (rae))'])
orientarais,orientarais,uniword,PROPN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venirse+abajo-01972570-v']),None,,,,,,,,,,,,,
orientarte,orientarte,uniword,VERB,None,None,,,,,,,,,,,,,
oscuros;oscuro,oscuro,uniword,ADJ,None,None,,,,,33,"oscuro-00273082-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/oscuro-00274291-a",,,oscuro-00364881-a,"causing dejection: deprimente, desalentador, desconsolado, macabro, negro, oscuro, triste",,,
pa'lante.,pa'lante,uniword,ADV,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,,,,,,,,,
palabras,palabra,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,81,palabra-06286395-n,"language_unit.n.01, part.n.01, entity.n.01, abstraction.n.06, relation.n.01","a unit of language that native speakers can identify: palabra, vocablo",palabra-07140659-n,"an exchange of views on some topic: debate, discusión, intercambio, palabra",,,
panorama,panorama,uniword,NOUN,None,None,,,,,"2, 28, 33",panorama-03884072-n,"whole.n.02, representation.n.02, physical_entity.n.01, object.n.01, picture.n.01, entity.n.01, artifact.n.01, creation.n.02","a picture (or series of pictures) representing a continuous scene: ciclorama, diorama, imagen panorámica, panorama",cáncer-14239918-n,"any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream: carcinoma, cáncer",,,
para,para,uniword,ADP,None,None,,,,,,,,,,,,,
parado,parado,uniword,ADJ,None,None,,,,,,,,,,,,,
paralizó,paralizar,uniword,VERB,None,None,,,,paralizar la vida,21,paralizar-00268477-v,"immobilize.v.06, limit.v.02, decrease.v.02, restrict.v.01, change.v.01",,,,mwe,,
parara,parar,uniword,VERB,None,None,,,,"parar, parado","11, 28",parar-01860795-v,,,,,,,
pararlo,parar él,uniword,VERB,None,None,,,,,,,,,,,,,
parariamos.ante,parariamos.ante,uniword,ADV,None,None,,,,,,,,,,,,,
parnafernalia,parnafernalia,uniword,PROPN,None,None,,,,,2,parafernalia-03430959-n,"whole.n.02, physical_entity.n.01, equipment.n.01, object.n.01, instrumentality.n.03, entity.n.01, artifact.n.01",,,,,"u.c.StringArray(elements=['conjunto de usos habituales en determinados actos o ceremonias, y de objetos que en ellos se emplean. (rae)'])",u.c.StringArray(elements=['trámites molestos'])
pasado por,pasado,multiword,ADJ,None,None,,,,,,,,,,,,,
pasándolos,pasando él,uniword,VERB,None,None,,,,,,,,,,,,,
pasó a mejor vida;pasar por;paso;pasó por;pasé;pasará;pasado;pasar;pase;pasé por;pasando por;pasando;pasó;pasa,pasar,uniword,VERB,None,None,,,,"pasar, pasar por","3, 2, 76, 21, 11",pasar-01212230-v,,"pass over, across, or through: encaminar, guiar, pasar, recorrer",aprobar-02525044-v,go successfully through a test or a selection process: aprobar,,,
pasó a mejor vida;pasar por;paso;pasó por;pasé;pasará;pasado;pasar;pase;pasé por;pasando por;pasando;pasó;pasa,pasar,uniword,VERB,None,None,,,,"pasar, pasar por, ir a pasar, pasando",2,pasar-01212230-v,,"pass over, across, or through: encaminar, guiar, pasar, recorrer",experimentar-02108026-v,"go through (mental or physical states or experiences): experimentar, tener",,,
pasos;paso por,paso,multiword,NOUN,None,None,,,,,"2, 21",paso-00285889-n,"act.n.02, locomotion.n.02, abstraction.n.06, event.n.01, motion.n.06, step.n.03, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01","a step in walking or running: paso, tranco, zancada",paso-00174412-n,"any maneuver made as part of progress toward a goal: decisión, medida, medidas, paso",revisar,,
pelear,pelear,uniword,VERB,None,None,,,,,2,pelear-01090335-v,,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar",pelear-01090335-v,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar",,,
peligroso,peligroso,uniword,ADJ,None,None,,,,,,,,,,,,,
pequeña;pequeñas,pequeño,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venirse+abajo-01972570-v']),None,,,,,,peque%C3%B1o-01392249-a,,,peque%C3%B1a-10084295-n,,metonimia,,
perdi,perdar,uniword,VERB,None,None,,,,,,,,,,,,,
perdí;perder;perdido;pierdas;perdió,perder,uniword,VERB,None,None,,,,,26,perder-02287618-v,,"[""miss from one's possessions; lose sight of: perder""]",morir-00358431-v,"pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer",,,
perdí;perder;perdido;pierdas;perdió,perder,uniword,VERB,None,None,,,,,"31, 34",perder-02287618-v,,"[""miss from one's possessions; lose sight of: perder""]",perder-02127853-v,"fail to perceive or to catch with the senses or the mind: escaparse, perder",,,
perdidos;perdida,perdido,uniword,ADJ,None,None,,,,,"53, 38",perder-02287618-v,,"[""miss from one's possessions; lose sight of: perder""]","desorientar-00621734-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/perdido-01230616-a",,,u.c.StringArray(elements=['que se ha salido de su ruta y no sabe llegar a su destino.']),
perfecto,perfecto,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/maligno-00225099-a']),u.c.StringArray(elements=['Cancer » Otros']),,,,,22,"perfecto-01749320-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/perfecto-01750847-a",,,curado-02541012-a,"freed from illness or injury: cerrado, cicatrizado, curado, recuperado, repuesto, restablecido",,,
peros,pero,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
,peros,,,,,,,,,23,,,,,,nominalization wrong pos,u.c.StringArray(elements=['defecto u objeción. (rae)']),
pesadilla,pesadilla,uniword,NOUN,None,None,,,,,"11, 24, 2",pesadilla-05769062-n,"basic_cognitive_process.n.01, dream.n.01, process.n.02, imagination.n.02, psychological_feature.n.01, representational_process.n.01, abstraction.n.06, entity.n.01, cognition.n.01",a terrifying or deeply upsetting dream: pesadilla,"pesadilla-13936676-n, enfermedad-14061805-n",,,,
peso,peso,uniword,NOUN,None,None,,,,,"30, 81",peso-05026843-n,"attribute.n.02, physical_property.n.01, abstraction.n.06, entity.n.01, property.n.02",the vertical force exerted by a mass as a result of gravity: peso,peso-05832745-n,"an onerous or difficult concern: carga, peso, preocupación",,,
,picar,,,,,,,,,27,picar-00331842-v,"break_up.v.16, grind.v.05, change.v.02, change_integrity.v.01, break.v.02","grind, mash or pulverize in a mortar: majar, picar",picar-01174294-v,"eat intermittently; take small bites of: mordisquear, picar, picotear",,,
pica,pico,uniword,ADJ,None,None,,,,,,,,,,,,,
pierda,pierda,uniword,VERB,None,None,,,,,,,,,,,,,
pierdo,pierdo,uniword,VERB,None,None,,,,,,,,,,,,,
pierdo.y,pierdo.y,uniword,NOUN,None,None,,,,,,,,,,,,,
pilló,pillar,uniword,VERB,None,None,,,,,26,pillar-02344568-v,take.v.21,"steal goods; take as spoils: despojar, desvalijar, expoliar, pillar, saquear",pillar-00725748-v,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state: atrapar, coger, pescar, pillar, sorprender",,,
plantean,plantear,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,51,plano-03954199-n,"whole.n.02, drawing.n.02, representation.n.02, physical_entity.n.01, object.n.01, entity.n.01, artifact.n.01, creation.n.02",,plantear-01025246-v,"put forward for consideration or discussion: plantear, sacar, sacar a colación, sacar a relucir",,"u.c.StringArray(elements=['tantear, trazar o hacer planta de algo para procurar el acierto en ello.'])",
puede;puedan;pueda;podrá,poder,uniword,AUX,None,None,,,,,26,poder-05030680-n,"attribute.n.02, strength.n.01, abstraction.n.06, entity.n.01, property.n.02","physical strength: fuerza, poder, poderío, potencia",poder-05190804-n,"possession of controlling influence: poder, potencia",,,
puede;puedan;pueda;podrá,poder,uniword,AUX,None,None,,,,,35,poder-05030680-n,"attribute.n.02, strength.n.01, abstraction.n.06, entity.n.01, property.n.02","physical strength: fuerza, poder, poderío, potencia",endure,,,,
pondrían;poniendo;puesto,poner,uniword,VERB,None,None,,,,"poner en contacto, poner de su parte",,,,,,,mwe,,
por la que seguro pasan;por montones,por,multiword,ADP,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
,por montones,,,,,,,,,,mont%C3%B3n-08182379-n,"social_group.n.01, group.n.01, abstraction.n.06, gathering.n.01, entity.n.01",,mont%C3%B3n-13777509-n,,MWE,,
posición,posición,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,5,posici%C3%B3n-00155487-n,"act.n.02, discovery.n.01, abstraction.n.06, event.n.01, psychological_feature.n.01, determination.n.01, entity.n.01",,diagnóstico médico-00153105-n,identification of a disease from its symptoms: diagnóstico médico,,,
positivos;positiva,positivo,uniword,ADJ,None,None,,,,,5,positivo-01819390-a,,on the positive side or higher end of a scale: positivo,,,duda BM,,
positivos;positiva,positivo,uniword,ADJ,None,None,,,,,34,positivo-01819390-a,,on the positive side or higher end of a scale: positivo,positivo-01817908-a,"expecting the best: afirmativo, optimista, positivo",,,
practican;practicaron,practicar,uniword,VERB,None,None,"46, 40, 37",,,,,,,,,,,,
precio,precio,uniword,NOUN,None,None,,,,no beber tiene un precio en la vida social',21,precio-05145118-n,"attribute.n.02, worth.n.02, quality.n.01, abstraction.n.06, value.n.02, entity.n.01",,,,,,
preocupación,preocupación,uniword,NOUN,None,None,,,,,,,,,,,,,
preocuparse,preocupar él,uniword,VERB,None,None,,,,,,,,,,,,,
,preocupar(se),,,,,,,,"preocupar(se), preocupación",,,,,,,no met,,
prepara,preparar,uniword,VERB,None,None,,,,,,,,,,,,,
presenta,presentar,uniword,VERB,None,None,,,,"presentar(se) un problema, presentar síntomas",,,,,,,mwe,,
presente,presente,uniword,ADJ,None,None,,,,,,,,,,,,,
presto,presto,uniword,VERB,None,None,,,,,,,,,,,,,
principio,principio,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"6, 2",principio-08507558-n,"point.n.02, object.n.01, physical_entity.n.01, entity.n.01, location.n.01","the place where something begins, where it springs into being: fuente, germen, nacimiento, origen, principio, raíz, venero","principio-07290905-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/principio-15265518-n",,,,
problema;problema.,problema,uniword,NOUN,None,None,,,,,"5, 11",problema-00623862-n,"act.n.02, activity.n.01, event.n.01, effort.n.02, work.n.01, psychological_feature.n.01, labor.n.02, abstraction.n.06, entity.n.01","an effort that is inconvenient: dificultad, problema",enfermedad-14055408-n,"(no definition): achaque, afección, alifafe, dolencia, enfermedad, problema",,,
proceso,proceso,uniword,NOUN,None,None,,,,,"3, 21, 6, ",proceso-00029677-n,"entity.n.01, physical_entity.n.01","a sustained phenomenon or one marked by gradual changes through a series of states: proceso, proceso físico",proceso-05701363-n,"(psychology) the performance of some composite cognitive activity; an operation that affects mental contents: acto, proceso",,,
profunda,profundo,uniword,ADJ,None,u.c.StringArray(elements=['personas>>apoyo']),,,,,3,profundo-00690058-a,,having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination: profundo,profundo-01872745-a,"showing intellectual penetration or emotional depth: hondo, profunda, profundo",,,
progresado,progresado,uniword,ADJ,None,None,,,,,,,,,,,,,
