text	related_MV	lemma	type	pos	TD	TD_add	BM	BM_def	BM_RAE	BM_additional	BM_hypernym	CM	CM_def	CM_RAE	MWE_Source
noticia;noticias		noticia	uniword	NOUN	53	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	noticia-06269130-n	an article reporting news: artículo, artículo periodístico, noticia		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])	prose.n.01, whole.n.02, nonfiction.n.01, abstraction.n.06, article.n.01, piece.n.06, physical_entity.n.01, expressive_style.n.01, object.n.01, communication.n.02, writing_style.n.01, entity.n.01, artifact.n.01, creation.n.02	diagnóstico médico-00153105-n	identification of a disease from its symptoms: diagnóstico médico		
nueva		nuevo	uniword	ADJ		None				None					
obtener	obtener tratamiento	obtener	uniword	VERB		None				None					
ocultaban;oculta	ocultar información	ocultar	uniword	VERB	7, 81	None	ocultar-02145271-v	place out of sight; keep secret: esconder, ocultar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venirse+abajo-01972570-v'])	hide.v.01	ocultar-02145271-v	place out of sight; keep secret: esconder, ocultar		
odisea		odisea	uniword	NOUN	23	None	odisea-00308279-n			None	act.n.02, journey.n.01, abstraction.n.06, event.n.01, motion.n.06, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01, travel.n.01				
ofertan	ofertar tratamiento	ofertar	uniword	VERB	6	None	ofertar-02298632-v			None					
ofrecerles		ofrecer él	uniword	VERB		None				None					
oleada	oleada de amor	oleada	uniword	NOUN	3	None	oleada-07348545-n	a large sea wave: ola, oleada		None	wave.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01			u.c.StringArray(elements=['parición repentina de algo en gran cantidad.'])	
olvido	se puede tramitar "olvido" como negligencia médica?	olvido	uniword	NOUN		None				None					
opresión		opresión	uniword	NOUN	25, 33	None	presión-11495041-n	presión-05724475-n		None	natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, physical_entity.n.01, process.n.06, entity.n.01				
orientación		orientación	uniword	NOUN	38, 53	None	orientaci%C3%B3n-13828075-n			None	entity.n.01, direction.n.02, position.n.07, abstraction.n.06, relation.n.01	orientaci%C3%B3n-06786629-n			
orienten;orientar		orientar	uniword	VERB	77, 6	None	orientar-00468791-v	set or arrange in a new or different determinate position: orientar, reorientar		None	change.v.02			u.c.StringArray(elements=['dar a alguien información o consejo en relación con un determinado fin. (rae))'])	
oscuros;oscuro		oscuro	uniword	ADJ	33	None	oscuro-00273082-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/oscuro-00274291-a			None		oscuro-00364881-a	causing dejection: deprimente, desalentador, desconsolado, macabro, negro, oscuro, triste		
palabras		palabra	uniword	NOUN	81	u.c.StringArray(elements=['Emociones » Otros'])	palabra-06286395-n	a unit of language that native speakers can identify: palabra, vocablo		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	language_unit.n.01, part.n.01, entity.n.01, abstraction.n.06, relation.n.01	palabra-07140659-n	an exchange of views on some topic: debate, discusión, intercambio, palabra		
panorama		panorama	uniword	NOUN	2, 28, 33	None	panorama-03884072-n	a picture (or series of pictures) representing a continuous scene: ciclorama, diorama, imagen panorámica, panorama		None	whole.n.02, representation.n.02, physical_entity.n.01, object.n.01, picture.n.01, entity.n.01, artifact.n.01, creation.n.02	cáncer-14239918-n	any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream: carcinoma, cáncer		
para		para	uniword	ADP		None				None					
parado		parado	uniword	ADJ		None				None					
paralizó	paralizar la vida	paralizar	uniword	VERB	21	None	paralizar-00268477-v			None	immobilize.v.06, limit.v.02, decrease.v.02, restrict.v.01, change.v.01				
parara	parar, parado	parar	uniword	VERB	11, 28	None	parar-01860795-v			None					
parnafernalia		parnafernalia	uniword	PROPN	2	None	parafernalia-03430959-n		u.c.StringArray(elements=['conjunto de usos habituales en determinados actos o ceremonias, y de objetos que en ellos se emplean. (rae)'])	None	whole.n.02, physical_entity.n.01, equipment.n.01, object.n.01, instrumentality.n.03, entity.n.01, artifact.n.01			u.c.StringArray(elements=['trámites molestos'])	
pasó a mejor vida;pasar por;paso;pasó por;pasé;pasará;pasado;pasar;pase;pasé por;pasando por;pasando;pasó;pasa	pasar, pasar por	pasar	uniword	VERB	3, 2, 76, 21, 11	None	pasar-01212230-v	pass over, across, or through: encaminar, guiar, pasar, recorrer		None		aprobar-02525044-v	go successfully through a test or a selection process: aprobar		
pasó a mejor vida;pasar por;paso;pasó por;pasé;pasará;pasado;pasar;pase;pasé por;pasando por;pasando;pasó;pasa	pasar, pasar por, ir a pasar, pasando	pasar	uniword	VERB	2	None	pasar-01212230-v	pass over, across, or through: encaminar, guiar, pasar, recorrer		None		experimentar-02108026-v	go through (mental or physical states or experiences): experimentar, tener		
pelear		pelear	uniword	VERB	2	None	pelear-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		pelear-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		
peligroso		peligroso	uniword	ADJ		None				None					
pequeña;pequeñas		pequeño	uniword	ADJ		None	peque%C3%B1o-01392249-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venirse+abajo-01972570-v'])		peque%C3%B1a-10084295-n			
perdi		perdar	uniword	VERB		None				None					
perdí;perder;perdido;pierdas;perdió		perder	uniword	VERB	26	None	perder-02287618-v	["miss from one's possessions; lose sight of: perder"]		None		morir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		
perdí;perder;perdido;pierdas;perdió		perder	uniword	VERB	31, 34	None	perder-02287618-v	["miss from one's possessions; lose sight of: perder"]		None		perder-02127853-v	fail to perceive or to catch with the senses or the mind: escaparse, perder		
perdidos;perdida		perdido	uniword	ADJ	53, 38	None	perder-02287618-v	["miss from one's possessions; lose sight of: perder"]	u.c.StringArray(elements=['que se ha salido de su ruta y no sabe llegar a su destino.'])	None		desorientar-00621734-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/perdido-01230616-a			
perfecto		perfecto	uniword	ADJ	22	u.c.StringArray(elements=['Cancer » Otros'])	perfecto-01749320-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/perfecto-01750847-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/maligno-00225099-a'])		curado-02541012-a	freed from illness or injury: cerrado, cicatrizado, curado, recuperado, repuesto, restablecido		
peros		pero	uniword	NOUN	23	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])			u.c.StringArray(elements=['defecto u objeción. (rae)'])	u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])					
pesadilla		pesadilla	uniword	NOUN	11, 24, 2	None	pesadilla-05769062-n	a terrifying or deeply upsetting dream: pesadilla		None	basic_cognitive_process.n.01, dream.n.01, process.n.02, imagination.n.02, psychological_feature.n.01, representational_process.n.01, abstraction.n.06, entity.n.01, cognition.n.01	pesadilla-13936676-n, enfermedad-14061805-n			
peso		peso	uniword	NOUN	30, 81	None	peso-05026843-n	the vertical force exerted by a mass as a result of gravity: peso		None	attribute.n.02, physical_property.n.01, abstraction.n.06, entity.n.01, property.n.02	peso-05832745-n	an onerous or difficult concern: carga, peso, preocupación		
pica		picar	uniword	VERB	27	None	picar-00331842-v	grind, mash or pulverize in a mortar: majar, picar		None	break_up.v.16, grind.v.05, change.v.02, change_integrity.v.01, break.v.02	picar-01174294-v	eat intermittently; take small bites of: mordisquear, picar, picotear		
pilló		pillar	uniword	VERB	26	None	pillar-02344568-v	steal goods; take as spoils: despojar, desvalijar, expoliar, pillar, saquear		None	take.v.21	pillar-00725748-v	discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state: atrapar, coger, pescar, pillar, sorprender		
plantean		plantear	uniword	VERB	51	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	plano-03954199-n		u.c.StringArray(elements=['tantear, trazar o hacer planta de algo para procurar el acierto en ello.'])	None	whole.n.02, drawing.n.02, representation.n.02, physical_entity.n.01, object.n.01, entity.n.01, artifact.n.01, creation.n.02	plantear-01025246-v	put forward for consideration or discussion: plantear, sacar, sacar a colación, sacar a relucir		
puede;puedan;pueda;podrá		poder	uniword	AUX	26	None	poder-05030680-n	physical strength: fuerza, poder, poderío, potencia		None	attribute.n.02, strength.n.01, abstraction.n.06, entity.n.01, property.n.02	poder-05190804-n	possession of controlling influence: poder, potencia		
puede;puedan;pueda;podrá		poder	uniword	AUX	35	None	poder-05030680-n	physical strength: fuerza, poder, poderío, potencia		None	attribute.n.02, strength.n.01, abstraction.n.06, entity.n.01, property.n.02	endure			
pondrían;poniendo;puesto	poner en contacto, poner de su parte	poner	uniword	VERB		None				None					
montón		por montones	uniword	NOUN			mont%C3%B3n-08182379-n				social_group.n.01, group.n.01, abstraction.n.06, gathering.n.01, entity.n.01	mont%C3%B3n-13777509-n			
posición		posición	uniword	NOUN	5	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	posici%C3%B3n-00155487-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])	act.n.02, discovery.n.01, abstraction.n.06, event.n.01, psychological_feature.n.01, determination.n.01, entity.n.01	diagnóstico médico-00153105-n	identification of a disease from its symptoms: diagnóstico médico		
positivos;positiva		positivo	uniword	ADJ	5	None	positivo-01819390-a	on the positive side or higher end of a scale: positivo		None					
positivos;positiva		positivo	uniword	ADJ	34	None	positivo-01819390-a	on the positive side or higher end of a scale: positivo		None		positivo-01817908-a	expecting the best: afirmativo, optimista, positivo		
practican;practicaron		practicar	uniword	VERB		None				None					
precio	no beber tiene un precio en la vida social'	precio	uniword	NOUN	21	None	precio-05145118-n			None	attribute.n.02, worth.n.02, quality.n.01, abstraction.n.06, value.n.02, entity.n.01				
preocupación		preocupación	uniword	NOUN		None				None					
prepara		preparar	uniword	VERB		None				None					
presenta	presentar(se) un problema, presentar síntomas	presentar	uniword	VERB		None				None					
presente		presente	uniword	ADJ		None				None					
presto		presto	uniword	VERB		None				None					
principio		principio	uniword	ADJ	6, 2	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	principio-08507558-n	the place where something begins, where it springs into being: fuente, germen, nacimiento, origen, principio, raíz, venero		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])	point.n.02, object.n.01, physical_entity.n.01, entity.n.01, location.n.01	principio-07290905-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/principio-15265518-n			
problema;problema.		problema	uniword	NOUN	5, 11	None	problema-00623862-n	an effort that is inconvenient: dificultad, problema		None	act.n.02, activity.n.01, event.n.01, effort.n.02, work.n.01, psychological_feature.n.01, labor.n.02, abstraction.n.06, entity.n.01	enfermedad-14055408-n	(no definition): achaque, afección, alifafe, dolencia, enfermedad, problema		
proceso		proceso	uniword	NOUN	3, 21, 6, 	None	proceso-00029677-n	a sustained phenomenon or one marked by gradual changes through a series of states: proceso, proceso físico		None	entity.n.01, physical_entity.n.01	proceso-05701363-n	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents: acto, proceso		
profunda		profundo	uniword	ADJ	3	u.c.StringArray(elements=['personas>>apoyo'])	profundo-00690058-a	having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination: profundo		None		profundo-01872745-a	showing intellectual penetration or emotional depth: hondo, profunda, profundo		
progresado	progresar, progresión	progresado	uniword	ADJ	11, 2	None	progresi%C3%B3n-07445265-n			None	change_of_location.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01	progresi%C3%B3n-00282050-n			
progresando	progresar, progresión	progresar	uniword	VERB	11, 2	None	progresi%C3%B3n-07445265-n			None	change_of_location.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01	progresi%C3%B3n-00282050-n			
progresión	progresar, progresión	progresión	uniword	NOUN	11, 2	None	progresi%C3%B3n-07445265-n			None	change_of_location.n.01, entity.n.01, event.n.01, psychological_feature.n.01, movement.n.03, abstraction.n.06, happening.n.01	progresi%C3%B3n-00282050-n			
prolongarle	prolongar la vida	prolongar él	uniword	VERB	26, 21, 52	None	largo-05129201-n			None	attribute.n.02, fundamental_quantity.n.01, entity.n.01, physical_property.n.01, measure.n.02, abstraction.n.06, dimension.n.01, magnitude.n.01, property.n.02	prolongar-00317888-v			
pronunciada		pronunciado	uniword	ADJ	77	None	pronunciar-00941990-v			None	communicate.v.02, interact.v.01, act.v.01	alto-01210854-a			
propagando;propagó,	propagar, propagado	propagar	uniword	VERB	11	None	plantar-01567275-v			None	put.v.01, move.v.02	metástasis-13514314-n			
protagonista		protagonista	uniword	NOUN	73	u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])	protagonista-10172793-n	the principal character in a work of fiction: protagonista		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n'])		importante-00579622-a	conspicuous in position or importance: destacado, gran, grande, importante, prominente		
prueba		prueba	uniword	NOUN	5	None	prueba-00791078-n	the act of testing something: ensayo, prueba, test		None	attempt.n.01, act.n.02, activity.n.01, event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	prueba-00785959-n	a venture at something new or different: experimento, prueba, tentativa		
punto;puntos		punto	uniword	NOUN	11	None	punto-13911872-n	a very small circular shape: punto		None	attribute.n.02, round_shape.n.01, abstraction.n.06, entity.n.01, shape.n.02, disk.n.01	tumor-14235200-n	an abnormal new mass of tissue that serves no purpose: neoplasia, neoplasma, tumor		
puñeteras		puñetera	uniword	ADJ	fechas	None	puñetero-00984624-a			None					
página		página	uniword	NOUN		None				None					
quedar;quedan;queda;quedado		quedar	uniword	VERB	6, 23	None	quedar-00117985-v	(no definition): descansar, mantenerse, perdurar, permanecer, quedar, quedarse, reposar, restar, seguir		None	be.v.01	quedar-02202384-v	retain possession of: conservar, guardar, mantener, quedar, sostener		
quefuésemosfuertes		quefuésemosfuert	uniword	ADJ		u.c.StringArray(elements=['Emociones » Otros'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])					
quimio.llevo		quimio.llevo	uniword	ADJ		None				None					
quitar;quitando	quitar, quitar(se)	quitar	uniword	VERB	25	None	quitarse-01513430-v	get rid of: arrojar, dejar caer, despojarse, librarse de, mudar, quitarse, quitarse de encima, sacudirse algo, tirar, vaciar		None	remove.v.01	desaparecer-00153061-v	decrease rapidly and disappear: desaparecer, desvanecerse, evaporarse, volar		
radical		radical	uniword	ADJ	51	None	radical-00318667-a	especially of leaves; located at the base of a plant or stem; especially arising directly from the root or rootstock or a root-like stem: basal, radical		None		radical-10074735-n	a person who holds extreme views: extremista, radical		
radioactiva		radioactivo	uniword	NOUN	82	None				None					
rastreo		rastreo	uniword	NOUN	5, 11	None	huella-06645039-n			None	indication.n.01, abstraction.n.06, mark.n.04, communication.n.02, entity.n.01	rastro-06646628-n			
rastro;rastros		rastro	uniword	NOUN	5, 11	None	huella-06645039-n			None	indication.n.01, abstraction.n.06, mark.n.04, communication.n.02, entity.n.01	rastro-06646628-n			
raíz	a raíz de	raíz	uniword	NOUN		None				None					
reaccionaron;reaccionar;reacciona		reaccionar	uniword	VERB	3	None	reaccionar-00446885-v			None	change_state.v.01, change.v.02	reaccionar-02061069-v			
reactivado		reactivar	uniword	VERB	24	None	activar-01643657-v			None	initiate.v.02, cause.v.01, make.v.03	recaer-00268165-v			
real		real	uniword	ADJ	77	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	real-00043765-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/real-01932973-a			None		real-02460964-a	being or reflecting the essential or genuine character of something: auténtico, genuino, real		
rebelas		rebe él	uniword	VERB		None				None					
rebosan	rebosar energía, rebosar optimismo	rebosar	uniword	VERB	3	None	fill as much as possible: rebosar			None					
recayó;recaer	recaer, recaída	recaer	uniword	VERB	24	u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])	caer-01970826-v		u.c.StringArray(elements=['recaer: volver a caer (rae)'])	u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])	travel.v.01	recaer-00268165-v	deteriorate in health: agravarse, empeorar, empeorarse, recaer		
recalcar		recalcar	uniword	VERB	85		apretar-01387786-v				tighten.v.02, change.v.02	recalcar-00983333-v			
recaídas;recaídas,;recaída	recaer, recaída	recaída	uniword	NOUN	24	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	caer-01970826-v		u.c.StringArray(elements=['recaer: volver a caer (rae)'])	u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])	travel.v.01	recaer-00268165-v	deteriorate in health: agravarse, empeorar, empeorarse, recaer		
recibir;recibes;recibiendo;recibido		recibir	uniword	VERB	6	None	recibir-02210119-v	get something; come into possession of: recibir		None	get.v.01	recibir-00522751-v	receive a specified treatment (abstract): adquirir, encontrar, obtener, recibir		
recibir;recibes;recibiendo;recibido		recibir	uniword	VERB	53	None	recibir-02210119-v	get something; come into possession of: recibir		None	get.v.01	recibirse-02739480-v	experience as a reaction: encontrar, encontrarse, recibir, recibirse		
reconstrucción	reconstruir, reconstrucción, reconstruido	reconstrucción	uniword	NOUN	61	u.c.StringArray(elements=['Tratamiento » Cirugía'])	reconstrucci%C3%B3n-00270186-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/reconstrucci%C3%B3n-00270186-n'])	improvement.n.02, act.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, repair.n.01, action.n.01, change.n.03, entity.n.01, reconstruction.n.02				
reconstruido	reconstruir, reconstrucción, reconstruido	reconstruido	uniword	ADJ	61	u.c.StringArray(elements=['Tratamiento » Cirugía'])	reconstrucci%C3%B3n-00270186-n			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/reconstrucci%C3%B3n-00270186-n'])	improvement.n.02, act.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, repair.n.01, action.n.01, change.n.03, entity.n.01, reconstruction.n.02				
reconstruir	reconstruir, reconstrucción, reconstruido	reconstruir	uniword	VERB	61	None	reconstrucci%C3%B3n-00270186-n			None	improvement.n.02, act.n.02, abstraction.n.06, event.n.01, change_of_state.n.01, psychological_feature.n.01, repair.n.01, action.n.01, change.n.03, entity.n.01, reconstruction.n.02				
recuperación	recuperar, recuperación	recuperación	uniword	NOUN	22, 21	None	recuperar-02205887-v	regain possession of something: recuperar, redisponer		None	take.v.08	recuperar-00092690-v	get over an illness or shock: convalecer, convalescer, recuperar, recuperarse		
recuperado	recuperar, recuperación	recuperado	uniword	ADJ	22, 21	None	recuperar-02205887-v	regain possession of something: recuperar, redisponer		None	take.v.08	recuperar-00092690-v	get over an illness or shock: convalecer, convalescer, recuperar, recuperarse		
recuperar	recuperar, recuperación	recuperar	uniword	VERB	22, 21	None	recuperar-02205887-v	regain possession of something: recuperar, redisponer		None	take.v.08	recuperar-00092690-v	get over an illness or shock: convalecer, convalescer, recuperar, recuperarse		
recurrir		recurrir	uniword	VERB	6	None	recurrir-02497586-v			None	challenge.v.02, communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, invite.v.04, move.v.02, convey.v.03	tratar-00080304-v			
red		red	uniword	NOUN		None				None					
redujo	reducir la posibilidad	reducir	uniword	VERB	52	None	reducir-00441445-v			None	change.v.01	reducir-00156485-v			
referencias		referencia	uniword	NOUN	51	None	referencia-07258332-n			None	signal.n.01, abstraction.n.06, indicator.n.02, communication.n.02, entity.n.01	caso-07308889-n			
regalo		regalo	uniword	PROPN	3	None	regalo-13265011-n	something acquired without compensation: dádiva, obsequio, presente, regalo		None	entity.n.01, possession.n.02, acquisition.n.02, abstraction.n.06, relation.n.01, transferred_property.n.01	regalo-01086081-n	the act of giving: obsequio, presente, regalo		
región		región	uniword	NOUN	82	u.c.StringArray(elements=['Tratamiento'])	regi%C3%B3n-08497294-n			None	object.n.01, physical_entity.n.01, entity.n.01, location.n.01, region.n.03	regi%C3%B3n-05221895-n			
regresó		regresar	uniword	VERB	24	None	regresar-02078294-v			None	bring.v.01, transport.v.02, move.v.02	recaer-00268165-v			
reinjertar		reinjertar	uniword	VERB	61, 12	None	plantar-01567275-v			None	put.v.01, move.v.02	implante-03563710-n			
relegada	sexualidad relegada	relegado	uniword	ADJ	23	u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer'])	desterrar-02499312-v			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/recuperar-02205887-v'])	move.v.02, expel.v.01				
remamos		remar	uniword	VERB	2, 77	None	remar-00445351-n	the act of rowing as a sport: remar, remo		None	act.n.02, activity.n.01, event.n.01, psychological_feature.n.01, diversion.n.01, abstraction.n.06, sport.n.01, entity.n.01	colaborar-02416278-v	work together on a common enterprise of project: coadyuvar, colaborar, cooperar		
rematar		rematar	uniword	VERB	11	None	rematar-00485435-v			None	change.v.01, end.v.02, get_through.v.01, complete.v.01	sanar-00081725-v			
remedio	poner remedio lo antes posible	remedio	uniword	NOUN	6	None				None					
remisión		remisión	uniword	NOUN	22	u.c.StringArray(elements=['Estar enfermo con cáncer » Curarse y recuperarse'])	remitir-01031256-v	cause to be directed or transmitted to another place: echar, enviar, expedir, mandar, remitir		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/remitir-01031256-v'])	transfer.v.02, move.v.02	remitir-00268314-v	diminish or abate: disminuir, mejorar, remitir		
remitiendo	remitir, remisión	remitir	uniword	VERB	22	None	remitir-01031256-v	cause to be directed or transmitted to another place: echar, enviar, expedir, mandar, remitir		None	transfer.v.02, move.v.02	remitir-00268314-v	diminish or abate: disminuir, mejorar, remitir		
remontar		remontar	uniword	VERB	22	None	remontar-00155406-v	go or move upward: elevarse, remontar		None	increase.v.01, grow.v.02, change_magnitude.v.01, rise.v.02, change.v.02				
removía		remover	uniword	VERB	33	u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer'])	remover-00173338-v	remove something concrete, as by lifting, pushing, or taking off, or remove something abstract: apartar, copar, eliminar, extirpar, llevar, quitar, remover, retirar, sacar, suprimir, tomar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n'])		remover-01629958-v	summon into action or bring into existence, often as if by magic: agitar, conjurar, despertar, evocar, exponer, invitar, invocar, llamar, recaudar, remover, revolver, traer	u.c.StringArray(elements=['conmover, alterar o revolver alguna cosa o asunto que estaba olvidado, detenido'])	
rendirse		rendir él	uniword	VERB	2, 34, 26	None	rendirse-01117609-v	acknowledge defeat: ceder, rendirse		None	surrender.v.01, yield.v.12	rendirse-01083044-v	give up in the face of defeat of lacking hope; admit defeat: abandonar, arrojar la toalla, dejar, desistir, rendirse, retirarse, tirar la toalla		
renuncio		renuncio	uniword	NOUN		None				None					
reproduce;reproducirá	reproducir(Se) el tumor	reproducir	uniword	VERB		None				None					
rescatar		rescatar	uniword	VERB	3		rescatar-02206920-v				take.v.21	curar-00081725-v			
rescate		rescate	uniword	NOUN	3	None	rescatar-02206920-v			None	take.v.21	curar-00081725-v			
residuales		residual	uniword	ADJ		None				None					
resista		resista	uniword	ADJ		None				None					
resistencia;resistencias		resistencia	uniword	NOUN		None				None					
resistente		resistente	uniword	ADJ		None				None					
resistiría;resistir	resistir, resistencia	resistir	uniword	VERB	11, 6	None	resistir-01116585-v	stand up or offer resistance to somebody or something: aguantar, aguantar firme, resistir, soportar		None	contend.v.06, fight.v.02	resistir-02619122-v	hang on during a trial of endurance: aguantar, mantenerse, perdurar, resistir, sobrevivir		
resolver	resolver dudas	resolver	uniword	VERB	53		resolver-00634906-v				understand.v.01				
resonando		resonar	uniword	VERB	3, 77	u.c.StringArray(elements=['Estar enfermo con cáncer » Cambios vitales derivados del cáncer'])	resonar-02172888-v	emit a noise: hacer ruido, resonar, retumbar, ruido, sonar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/vida-00006269-n'])	sound.v.02, cause_to_be_perceived.v.01	pensar-00608808-v	be capable of conscious thought: pensar		
respondemos;responde	responder, respondido, respuesta	responder	uniword	VERB		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
respondi		respondi	uniword	VERB		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
respondido		respondido	uniword	ADJ		None				None					
respuesta		respuesta	uniword	NOUN		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
resto		resto	uniword	NOUN		None				None					
resulta		resultar	uniword	VERB	6	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	resultado-13594585-n			None	measure.n.02, abstraction.n.06, number.n.02, definite_quantity.n.01, entity.n.01				
retirar	retirar la medicación	retirar	uniword	VERB	6	None	retirar-00173338-v			None		interrumpir-00362348-v			
reto		reto	uniword	NOUN	61	None	reto-07231840-n			None	act.n.02, event.n.01, challenge.n.02, psychological_feature.n.01, speech_act.n.01, abstraction.n.06, entity.n.01				
retomar		retomar	uniword	VERB	21	None	retomar-00348422-v	pursue or resume: retomar		None	embark.v.02, get_down.v.07	retomar-00350104-v	take up or begin anew: curriculum vitae, proseguir, reanudar, reiniciar, retomar		
revelar		revelar	uniword	VERB	5		revelar-02137710-v				uncover.v.01, show.v.04	revelar-00933821-v			
revuelta		revuelto	uniword	ADJ	23	None	revolver-01418179-v			None	move.v.02, agitate.v.06				
rezar		rezar	uniword	VERB	31	None	rezar-00759269-v	call upon in supplication; entreat: implorar, rezar, rogar, suplicar		None	plead.v.01, communicate.v.01, appeal.v.02, transfer.v.02, request.v.01, move.v.02, convey.v.03				
riendas		rienda	uniword	NOUN	39	None	rienda-04072551-n	one of a pair of long straps (usually connected to the bit or the headpiece) used to control a horse: rienda		None	whole.n.02, implement.n.01, physical_entity.n.01, object.n.01, leather_strip.n.01, instrumentality.n.03, strap.n.01, entity.n.01, artifact.n.01	rienda-05197574-n	any means of control: rienda		
rompiendo	romper estadísticas	romper	uniword	VERB	22	None	romper-00335923-v			None	break.v.05, separate.v.07				
rondaba	rondar un peso	rondar	uniword	VERB	23	None	rondar-01918304-v			None	travel.v.01, walk.v.01	aproximar-02666060-v			
rotos;roto		roto	uniword	ADJ	32, 3	None	roto-00289082-a	physically and forcibly separated into pieces or cracked or split: dañado, estropeado, roto		None		sentir-00690305-v	["have a feeling or perception about oneself in reaction to someone's behavior or attitude: sentir, sentirse"]		
saber		saber	uniword	VERB		None				None					
sacan;sacando;sacar	hay que sacar lo mejor de esta prueba'	sacar	uniword	VERB	34	None	sacar-01214597-v			None	unpack.v.01, remove.v.01	aprovechar-02290461-v			
